Airline,AirlineID,SourceAirport,SourceAirportID,DestinationAirport,DestinationAirportID,Codeshare,Stops,Equipment,AirportID,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Tz
2B,410,AER,2965,KZN,2990,,0,CR2,AER,URSS,43.449902,39.9566,89.0,3.0,N,Europe/Moscow,airport,OurAirports
2B,410,ASF,2966,KZN,2990,,0,CR2,ASF,URWA,46.2832984924,48.0063018799,-65.0,4.0,N,Europe/Samara,airport,OurAirports
2B,410,ASF,2966,MRV,2962,,0,CR2,ASF,URWA,46.2832984924,48.0063018799,-65.0,4.0,N,Europe/Samara,airport,OurAirports
2B,410,GYD,2922,NBC,6969,,0,CR2,GYD,UBBB,40.46749877929688,50.04669952392578,10.0,4.0,E,Asia/Baku,airport,OurAirports
2B,410,KGD,2952,EGO,6156,,0,CR2,KGD,UMKK,54.88999938964844,20.59259986877441,42.0,2.0,N,Europe/Kaliningrad,airport,OurAirports
2B,410,LED,2948,KZN,2990,,0,CR2,LED,ULLI,59.80030059814453,30.262500762939453,78.0,3.0,N,Europe/Moscow,airport,OurAirports
2B,410,LED,2948,NBC,6969,,0,CR2,LED,ULLI,59.80030059814453,30.262500762939453,78.0,3.0,N,Europe/Moscow,airport,OurAirports
2B,410,LED,2948,UUA,6160,,0,CR2,LED,ULLI,59.80030059814453,30.262500762939453,78.0,3.0,N,Europe/Moscow,airport,OurAirports
2J,470,ABJ,253,BOY,247,,0,CRJ,ABJ,DIAP,5.261390209197998,-3.9262900352478023,21.0,0.0,N,Africa/Abidjan,airport,OurAirports
2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87,ABJ,DIAP,5.261390209197998,-3.9262900352478023,21.0,0.0,N,Africa/Abidjan,airport,OurAirports
2J,470,COO,245,LFW,298,,0,M87,COO,DBBB,6.357230186462402,2.384350061416626,19.0,1.0,N,Africa/Porto-Novo,airport,OurAirports
2J,470,COO,245,OUA,246,,0,M87,COO,DBBB,6.357230186462402,2.384350061416626,19.0,1.0,N,Africa/Porto-Novo,airport,OurAirports
2J,470,DKR,1084,BKO,1044,,0,M87,DKR,GOOY,14.739700317382812,-17.49020004272461,85.0,0.0,N,Africa/Dakar,airport,OurAirports
2J,470,DKR,1084,OUA,246,,0,M87,DKR,GOOY,14.739700317382812,-17.49020004272461,85.0,0.0,N,Africa/Dakar,airport,OurAirports
2J,470,LFW,298,OUA,246,,0,M87 CRJ,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
2K,1338,GYE,2673,BOG,2709,,0,319,GYE,SEGU,-2.15741991997,-79.88359832760001,19.0,-5.0,U,America/Guayaquil,airport,OurAirports
2K,1338,GYE,2673,CLO,2715,,0,319,GYE,SEGU,-2.15741991997,-79.88359832760001,19.0,-5.0,U,America/Guayaquil,airport,OurAirports
2K,1338,GYE,2673,SCY,6045,,0,319 320,GYE,SEGU,-2.15741991997,-79.88359832760001,19.0,-5.0,U,America/Guayaquil,airport,OurAirports
2K,1338,GYE,2673,UIO,2688,,0,320 319,GYE,SEGU,-2.15741991997,-79.88359832760001,19.0,-5.0,U,America/Guayaquil,airport,OurAirports
2K,1338,SCY,6045,GYE,2673,,0,319 320,SCY,SEST,-0.910206,-89.617401,62.0,-6.0,U,Pacific/Galapagos,airport,OurAirports
2L,2750,BDS,1506,ZRH,1678,,0,100,BDS,LIBR,40.6576,17.947001,47.0,1.0,E,Europe/Rome,airport,OurAirports
2L,2750,LCA,1197,ZRH,1678,,0,319,LCA,LCLK,34.875099182128906,33.624900817871094,8.0,2.0,E,Asia/Nicosia,airport,OurAirports
2L,2750,LPA,1054,ZRH,1678,,0,319,LPA,GCLP,27.931900024414062,-15.38659954071045,78.0,0.0,E,Atlantic/Canary,airport,OurAirports
2N,3652,KOK,435,POR,448,,0,SF3,KOK,EFKK,63.721199035645,23.143100738525,84.0,2.0,E,Europe/Helsinki,airport,OurAirports
2N,3652,KRF,718,ARN,737,,0,ATP,KRF,ESNK,63.04859924316406,17.76889991760254,34.0,1.0,E,Europe/Stockholm,airport,OurAirports
2N,3652,KRF,718,GEV,715,,0,ATP,KRF,ESNK,63.04859924316406,17.76889991760254,34.0,1.0,E,Europe/Stockholm,airport,OurAirports
2N,3652,MHQ,442,ARN,737,,0,SF3,MHQ,EFMA,60.122200012207,19.898199081421,17.0,2.0,E,Europe/Mariehamn,airport,OurAirports
2N,3652,MHQ,442,TKU,460,,0,SF3,MHQ,EFMA,60.122200012207,19.898199081421,17.0,2.0,E,Europe/Mariehamn,airport,OurAirports
2N,3652,POR,448,ARN,737,,0,SF3,POR,EFPO,61.461700439453,21.799999237061,44.0,2.0,E,Europe/Helsinki,airport,OurAirports
2N,3652,POR,448,KOK,435,,0,SF3,POR,EFPO,61.461700439453,21.799999237061,44.0,2.0,E,Europe/Helsinki,airport,OurAirports
2O,146,ADQ,3531,AOS,7167,,0,BNI,ADQ,PADQ,57.75,-152.4940033,78.0,-9.0,A,America/Anchorage,airport,OurAirports
2O,146,ADQ,3531,KKB,7168,,0,BNI,ADQ,PADQ,57.75,-152.4940033,78.0,-9.0,A,America/Anchorage,airport,OurAirports
2O,146,ADQ,3531,KLN,7162,,0,BNI,ADQ,PADQ,57.75,-152.4940033,78.0,-9.0,A,America/Anchorage,airport,OurAirports
2O,146,ADQ,3531,KOZ,7164,,0,BNI,ADQ,PADQ,57.75,-152.4940033,78.0,-9.0,A,America/Anchorage,airport,OurAirports
2O,146,ADQ,3531,OLH,7163,,0,BNI,ADQ,PADQ,57.75,-152.4940033,78.0,-9.0,A,America/Anchorage,airport,OurAirports
2O,146,KLN,7162,KYK,7161,,0,BNI,KLN,PALB,57.5350990295,-153.977996826,87.0,-9.0,A,America/Anchorage,airport,OurAirports
2P,897,CRM,6024,MNL,2397,,0,DH4,CRM,RPVF,12.502400398254396,124.63600158691406,6.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,DGT,2425,MNL,2397,,0,320,DGT,RPVD,9.3337097168,123.300003052,15.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,KLO,2430,MNL,2397,,0,320,KLO,RPVK,11.679400444,122.375999451,14.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,LGP,4203,MNL,2397,,0,320,LGP,RPLP,13.1575,123.735,66.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,BSO,6019,,0,DH4,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,BXU,4200,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,CBO,2399,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,CGY,2400,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,CRM,6024,,0,DH4,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,DGT,2425,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,DWC,8076,,0,330,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,GES,2402,Y,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,KLO,2430,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,LGP,4203,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,MPH,2426,,0,DH3,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,OZC,4204,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,PPS,2433,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,RXS,6026,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,SUG,6016,,0,DH4,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,TUG,6021,,0,DH4,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MNL,2397,ZAM,2404,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,MPH,2426,MNL,2397,,0,DH3,MPH,RPVE,11.9245,121.954002,7.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,OZC,4204,MNL,2397,,0,320,OZC,RPMO,8.178509712219238,123.84200286865234,75.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,PPS,2433,MNL,2397,,0,320,PPS,RPVP,9.742119789123535,118.75900268554688,71.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,RXS,6026,MNL,2397,,0,320,RXS,RPVR,11.597700119018556,122.7519989013672,10.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,SUG,6016,MNL,2397,,0,DH4,SUG,RPMS,9.755838325629998,125.480947495,20.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,TUG,6021,MNL,2397,,0,DH4,TUG,RPUT,17.6433676823,121.733150482,70.0,8.0,N,Asia/Manila,airport,OurAirports
2P,897,ZAM,2404,MNL,2397,,0,320,ZAM,RPMZ,6.922420024871826,122.05999755859376,33.0,8.0,N,Asia/Manila,airport,OurAirports
2Z,1729,GIG,2560,RAO,2613,,0,AT7,GIG,SBGL,-22.8099994659,-43.2505569458,28.0,-3.0,S,America/Sao_Paulo,airport,OurAirports
2Z,1729,SSA,2621,BRA,7373,,0,AT7,SSA,SBSV,-12.9086112976,-38.3224983215,64.0,-3.0,S,America/Fortaleza,airport,OurAirports
2Z,1729,SSA,2621,VDC,6039,,0,AT7,SSA,SBSV,-12.9086112976,-38.3224983215,64.0,-3.0,S,America/Fortaleza,airport,OurAirports
3F,16262,KTN,3808,CGA,7144,,0,DHP,KTN,PAKT,55.35559845,-131.7140045,89.0,-9.0,A,America/Anchorage,airport,OurAirports
3F,16262,KTN,3808,HYL,7145,,0,DHP,KTN,PAKT,55.35559845,-131.7140045,89.0,-9.0,A,America/Anchorage,airport,OurAirports
3F,16262,KTN,3808,KTB,7147,,0,DHP,KTN,PAKT,55.35559845,-131.7140045,89.0,-9.0,A,America/Anchorage,airport,OurAirports
3F,16262,KTN,3808,MTM,7146,,0,DHP,KTN,PAKT,55.35559845,-131.7140045,89.0,-9.0,A,America/Anchorage,airport,OurAirports
3F,16262,MTM,7146,KTN,3808,,0,DHP,MTM,PAMM,55.131001,-131.578003,0.0,-9.0,A,America/Anchorage,airport,OurAirports
3G,595,BCN,1218,BJL,1050,,0,319,BCN,LEBL,41.2971,2.07846,12.0,1.0,E,Europe/Madrid,airport,OurAirports
3G,595,CKY,4162,OXB,5665,,0,319,CKY,GUCY,9.57689,-13.612,72.0,0.0,N,Africa/Conakry,airport,OurAirports
3G,595,DKR,1084,ACC,248,,0,319,DKR,GOOY,14.739700317382812,-17.49020004272461,85.0,0.0,N,Africa/Dakar,airport,OurAirports
3G,595,DKR,1084,BJL,1050,,0,319,DKR,GOOY,14.739700317382812,-17.49020004272461,85.0,0.0,N,Africa/Dakar,airport,OurAirports
3G,595,DKR,1084,DLA,897,,0,319,DKR,GOOY,14.739700317382812,-17.49020004272461,85.0,0.0,N,Africa/Dakar,airport,OurAirports
3G,595,DKR,1084,FNA,1059,,0,319,DKR,GOOY,14.739700317382812,-17.49020004272461,85.0,0.0,N,Africa/Dakar,airport,OurAirports
3G,595,DKR,1084,LOS,273,,0,319,DKR,GOOY,14.739700317382812,-17.49020004272461,85.0,0.0,N,Africa/Dakar,airport,OurAirports
3G,595,DKR,1084,OXB,5665,,0,319,DKR,GOOY,14.739700317382812,-17.49020004272461,85.0,0.0,N,Africa/Dakar,airport,OurAirports
3G,595,DLA,897,DKR,1084,,0,319,DLA,FKKD,4.0060801506,9.71947956085,33.0,1.0,N,Africa/Douala,airport,OurAirports
3G,595,DLA,897,LOS,273,,0,319,DLA,FKKD,4.0060801506,9.71947956085,33.0,1.0,N,Africa/Douala,airport,OurAirports
3G,595,FNA,1059,BJL,1050,,0,319,FNA,GFLL,8.61644,-13.1955,84.0,0.0,N,Africa/Freetown,airport,OurAirports
3G,595,FNA,1059,DKR,1084,,0,319,FNA,GFLL,8.61644,-13.1955,84.0,0.0,N,Africa/Freetown,airport,OurAirports
3G,595,FNA,1059,LGW,502,,0,319,FNA,GFLL,8.61644,-13.1955,84.0,0.0,N,Africa/Freetown,airport,OurAirports
3G,595,FNA,1059,ROB,1063,,0,319,FNA,GFLL,8.61644,-13.1955,84.0,0.0,N,Africa/Freetown,airport,OurAirports
3G,595,ROB,1063,ACC,248,,0,319,ROB,GLRB,6.23379,-10.3623,31.0,0.0,N,Africa/Monrovia,airport,OurAirports
3G,595,ROB,1063,FNA,1059,,0,319,ROB,GLRB,6.23379,-10.3623,31.0,0.0,N,Africa/Monrovia,airport,OurAirports
3G,595,ROB,1063,LOS,273,,0,319,ROB,GLRB,6.23379,-10.3623,31.0,0.0,N,Africa/Monrovia,airport,OurAirports
3H,\N,AKV,5506,YIK,5504,,0,DH8,AKV,CYKO,60.81859970092773,-78.14859771728516,75.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,AKV,5506,YPX,6727,,0,DH8,AKV,CYKO,60.81859970092773,-78.14859771728516,75.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YGW,5496,YGL,62,,0,DHT,YGW,CYGW,55.28189849853516,-77.76529693603516,34.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YGW,5496,YPH,5520,,0,BET,YGW,CYGW,55.28189849853516,-77.76529693603516,34.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YGW,5496,YSK,5529,,0,DH8,YGW,CYGW,55.28189849853516,-77.76529693603516,34.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YGW,5496,YUD,5515,,0,DH8,YGW,CYGW,55.28189849853516,-77.76529693603516,34.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YGW,5496,YUL,146,,0,DH8,YGW,CYGW,55.28189849853516,-77.76529693603516,34.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YGW,5496,YUY,149,,0,DH8,YGW,CYGW,55.28189849853516,-77.76529693603516,34.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YPH,5520,YPX,6727,,0,DH8 BET,YPH,CYPH,58.471900939941406,-78.07689666748047,83.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YPH,5520,YUD,5515,,0,DH8,YPH,CYPH,58.471900939941406,-78.07689666748047,83.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YPH,5520,YVP,154,,0,BET,YPH,CYPH,58.471900939941406,-78.07689666748047,83.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YPX,6727,AKV,5506,,0,DH8,YPX,CYPX,60.05059814453125,-77.28690338134766,74.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YPX,6727,YGL,62,,0,73M,YPX,CYPX,60.05059814453125,-77.28690338134766,74.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YPX,6727,YPH,5520,,0,DH8,YPX,CYPX,60.05059814453125,-77.28690338134766,74.0,-5.0,A,America/Toronto,airport,OurAirports
3H,\N,YPX,6727,YVP,154,,0,BET,YPX,CYPX,60.05059814453125,-77.28690338134766,74.0,-5.0,A,America/Toronto,airport,OurAirports
3J,5521,JIB,4119,DXB,2188,,0,737,JIB,HDAM,11.547300338745115,43.15950012207031,49.0,3.0,U,Africa/Djibouti,airport,OurAirports
3J,5521,JIB,4119,JED,2072,,0,737,JIB,HDAM,11.547300338745115,43.15950012207031,49.0,3.0,U,Africa/Djibouti,airport,OurAirports
3J,5521,JIB,4119,MGQ,5687,,0,737,JIB,HDAM,11.547300338745115,43.15950012207031,49.0,3.0,U,Africa/Djibouti,airport,OurAirports
3J,5521,MGQ,5687,NBO,4059,,0,737,MGQ,HCMM,2.014440059661865,45.3046989440918,29.0,3.0,U,Africa/Mogadishu,airport,OurAirports
3K,3021,BKK,3885,SIN,3316,,0,320,BKK,VTBS,13.681099891662598,100.74700164794922,5.0,7.0,U,Asia/Bangkok,airport,OurAirports
3K,3021,HAK,4120,SIN,3316,,0,320,HAK,ZJHK,19.93490028381348,110.45899963378906,75.0,8.0,U,Asia/Shanghai,airport,OurAirports
3K,3021,HGH,3386,SIN,3316,,0,320,HGH,ZSHC,30.22949981689453,120.43399810791016,23.0,8.0,U,Asia/Shanghai,airport,OurAirports
3K,3021,HKG,3077,SIN,3316,,0,320,HKG,VHHH,22.308901,113.915001,28.0,8.0,U,Asia/Hong_Kong,airport,OurAirports
3K,3021,HKT,3179,SIN,3316,,0,320,HKT,VTSP,8.1132,98.316902,82.0,7.0,U,Asia/Bangkok,airport,OurAirports
3K,3021,KIX,3992,MNL,2397,,0,320,KIX,RJBB,34.42729949951172,135.24400329589844,26.0,9.0,U,Asia/Tokyo,airport,OurAirports
3K,3021,KIX,3992,TPE,2276,,0,320,KIX,RJBB,34.42729949951172,135.24400329589844,26.0,9.0,U,Asia/Tokyo,airport,OurAirports
3K,3021,KUL,3304,SIN,3316,,0,320,KUL,WMKK,2.745579957962,101.70999908447,69.0,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports
3K,3021,MNL,2397,KIX,3992,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
3K,3021,MNL,2397,SIN,3316,,0,320,MNL,RPLL,14.5086,121.019997,75.0,8.0,N,Asia/Manila,airport,OurAirports
3K,3021,PEN,3308,SIN,3316,,0,320,PEN,WMKP,5.297140121459961,100.2770004272461,11.0,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports
3K,3021,PER,3351,SIN,3316,,0,320,PER,YPPH,-31.94029998779297,115.96700286865234,67.0,8.0,N,Australia/Perth,airport,OurAirports
3K,3021,PNH,3034,SIN,3316,,0,320,PNH,VDPP,11.546600341796877,104.84400177001952,40.0,7.0,U,Asia/Phnom_Penh,airport,OurAirports
3K,3021,REP,3035,SIN,3316,,0,320,REP,VDSR,13.410699844400002,103.81300354,60.0,7.0,U,Asia/Phnom_Penh,airport,OurAirports
3K,3021,SGN,3205,SIN,3316,,0,320,SGN,VVTS,10.8187999725,106.652000427,33.0,7.0,U,Asia/Saigon,airport,OurAirports
3K,3021,SIN,3316,BKK,3885,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,DRW,3999,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,HAK,4120,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,HGH,3386,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,HKG,3077,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,HKT,3179,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,KUL,3304,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,MNL,2397,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,PEN,3308,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,PER,3351,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,PNH,3034,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,REP,3035,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,RGN,3239,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,SGN,3205,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,SWA,4302,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SIN,3316,TPE,2276,,0,320,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
3K,3021,SWA,4302,SIN,3316,,0,320,SWA,ZGOW,23.552,116.5033,0.0,8.0,U,Asia/Shanghai,airport,OurAirports
3L,2916,EBA,1558,ACH,1679,,0,DH3,EBA,LIRJ,42.7603,10.2394,31.0,1.0,E,Europe/Rome,airport,OurAirports
3L,2916,EBA,1558,FDH,382,,0,DH3,EBA,LIRJ,42.7603,10.2394,31.0,1.0,E,Europe/Rome,airport,OurAirports
3L,2916,EBA,1558,MUC,346,,0,DH3,EBA,LIRJ,42.7603,10.2394,31.0,1.0,E,Europe/Rome,airport,OurAirports
3L,2916,EBA,1558,ZRH,1678,,0,DH3,EBA,LIRJ,42.7603,10.2394,31.0,1.0,E,Europe/Rome,airport,OurAirports
3L,2916,HAM,342,FDH,382,,0,AT7,HAM,EDDH,53.630401611328,9.9882297515869,53.0,1.0,E,Europe/Berlin,airport,OurAirports
3L,2916,OLB,1520,FDH,382,,0,AT7,OLB,LIEO,40.898701,9.51763,37.0,1.0,E,Europe/Rome,airport,OurAirports
3M,20710,BIM,1937,FLL,3533,,0,SF3,BIM,MYBS,25.6998996735,-79.2647018433,10.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,ELH,1943,FLL,3533,,0,SF3,ELH,MYEH,25.474899292,-76.6835021973,13.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,ELH,1943,PBI,3722,,0,SF3,ELH,MYEH,25.474899292,-76.6835021973,13.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,EYW,3875,FLL,3533,,0,SF3,EYW,KEYW,24.556100845336918,-81.75959777832031,3.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,EYW,3875,RSW,3793,,0,SF3,EYW,KEYW,24.556100845336918,-81.75959777832031,3.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,EYW,3875,TPA,3646,,0,SF3,EYW,KEYW,24.556100845336918,-81.75959777832031,3.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FLL,3533,BIM,1937,,0,SF3,FLL,KFLL,26.072599,-80.152702,9.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FLL,3533,ELH,1943,,0,SF3,FLL,KFLL,26.072599,-80.152702,9.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FLL,3533,EYW,3875,,0,SF3,FLL,KFLL,26.072599,-80.152702,9.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FLL,3533,FPO,1948,,0,SF3,FLL,KFLL,26.072599,-80.152702,9.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FLL,3533,GGT,1941,,0,SF3,FLL,KFLL,26.072599,-80.152702,9.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FLL,3533,GHB,1944,,0,SF3,FLL,KFLL,26.072599,-80.152702,9.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FLL,3533,MCO,3878,,0,SF3,FLL,KFLL,26.072599,-80.152702,9.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FLL,3533,MHH,1930,,0,SF3,FLL,KFLL,26.072599,-80.152702,9.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FLL,3533,TCB,1934,,0,SF3,FLL,KFLL,26.072599,-80.152702,9.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FLL,3533,TPA,3646,,0,SF3,FLL,KFLL,26.072599,-80.152702,9.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,FPO,1948,FLL,3533,,0,SF3,FPO,MYGF,26.5587005615,-78.695602417,7.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,GGT,1941,FLL,3533,,0,SF3,GGT,MYEF,23.5625991821,-75.8779983521,9.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,GGT,1941,GHB,1944,,0,SF3,GGT,MYEF,23.5625991821,-75.8779983521,9.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,GHB,1944,FLL,3533,,0,SF3,GHB,MYEM,25.2847003937,-76.3310012817,26.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,JAX,3712,MHH,1930,,0,SF3,JAX,KJAX,30.49410057067871,-81.68789672851562,30.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,JAX,3712,TPA,3646,,0,SF3,JAX,KJAX,30.49410057067871,-81.68789672851562,30.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,MHH,1930,FLL,3533,,0,SF3,MHH,MYAM,26.5114,-77.083503,6.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,MHH,1930,JAX,3712,,0,SF3,MHH,MYAM,26.5114,-77.083503,6.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,MHH,1930,MCO,3878,,0,SF3,MHH,MYAM,26.5114,-77.083503,6.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,MHH,1930,PBI,3722,,0,SF3,MHH,MYAM,26.5114,-77.083503,6.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,PBI,3722,ELH,1943,,0,SF3,PBI,KPBI,26.68320083618164,-80.09559631347656,19.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,PBI,3722,MHH,1930,,0,SF3,PBI,KPBI,26.68320083618164,-80.09559631347656,19.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,PBI,3722,TPA,3646,,0,SF3,PBI,KPBI,26.68320083618164,-80.09559631347656,19.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,RSW,3793,EYW,3875,,0,SF3,RSW,KRSW,26.53619956970215,-81.75520324707031,30.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,RSW,3793,MCO,3878,,0,SF3,RSW,KRSW,26.53619956970215,-81.75520324707031,30.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,TCB,1934,FLL,3533,,0,SF3,TCB,MYAT,26.745300293,-77.3912963867,8.0,-5.0,U,America/Nassau,airport,OurAirports
3M,20710,TLH,3698,MCO,3878,,0,SF3,TLH,KTLH,30.396499633789062,-84.35030364990234,81.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,TLH,3698,TPA,3646,,0,SF3,TLH,KTLH,30.396499633789062,-84.35030364990234,81.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,TPA,3646,EYW,3875,,0,SF3,TPA,KTPA,27.975500106811523,-82.533203125,26.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,TPA,3646,FLL,3533,,0,SF3,TPA,KTPA,27.975500106811523,-82.533203125,26.0,-5.0,A,America/New_York,airport,OurAirports
3M,20710,TPA,3646,GNV,3472,,0,SF3,TPA,KTPA,27.975500106811523,-82.533203125,26.0,-5.0,A,America/New_York,airport,OurAirports
